단어명	영문약어명
행정구역명	ADMDST_NM
행정규칙명	PBADMS_RUL_NM
행정기관명	ADMNST_NM
행정동코드	DONG_CD
행정정보명	PBADMS_INFO_NM
행정처분명	ADMDSP_NM
허가기관명	PRMSN_INST_NM
허가병상수	PRMSN_SCKBD_CNT
허용배출량	PRM_EHQTY
허용보관량	PRM_KPNG_QNT
현금매도율	CSSRT
현원차량수	ACNO_VHCL_CNT
현장소장명	STMGR_NM
현재부서명	NOW_DEPT_NM
현재인원수	NOW_NOPE
현지교통비	LOCAL_TRNSCO
혈액형코드	BLDTY_CD
협력기관명	CLBR_INST_NM
협력업체명	CLBR_BZENTY_NM
협약기관명	CVTN_INST_NM
협의기관명	CNSLTN_INST_NM
협의아이디	CNSLTN_ID
형태감축량	FRM_CTBK_QNT
호두피해량	WN_DAM_QNT
화면목록수	SCRN_LIST_CNT
화요일여부	TUE_YN
화폐단위명	CRNC_UNIT_NM
화학물질명	CHEM_SBSTN_NM
확인유형명	IDNTY_TYPE_NM
확정위치수	CFMTN_PSTN_CNT
환경부주소	MOE_ADDR
환경영향명	ENV_IMPCT_NM
환급보험료	RMBR_ISPM
환급소득세	RMBR_INCTX
환불수수료	RFND_FEE
환불은행명	RFND_BANK_NM
환승역여부	TRFSTN_YN
활동기관명	ACTV_INST_NM
활동자료량	ATTD_QNT
활동자료명	ATTD_NM
활성요일명	ACTVTN_DOW_NM
활성화여부	VTLZ_YN
활용부서명	UTLZ_DEPT_NM
회계계정명	ACNTG_ACNT_NM
회계법인명	ACNTG_CORP_NM
회사구분명	CO_SE_NM
회사아이디	CO_ID
회사영문명	CO_ENG_NM
회원구분명	MBR_SE_NM
회원권한명	MBR_AUTHRT_NM
회원그룹명	MBR_GROUP_NM
회원부서명	MBR_DEPT_NM
회원성별명	MBR_GNDR_NM
회원아이디	MBR_ID
회원영문명	MBR_ENG_NM
회원한글명	MBR_KORN_NM
회의실번호	CFRM_NO
회의장소명	MTG_PLC_NM
훈련과정명	TRNG_CRS_NM
훈련기관명	TRNG_INST_NM
훈련사례명	TRNG_CASE_NM
휴무구분명	DYOFF_SE_NM
휴양시설명	RLX_FCLT_NM
휴직개월수	LVABSN_MCNT
휴폐업여부	SCBIZ_YN
휴폐업일자	SCBIZ_YMD
희귀종여부	RSPCS_YN
가동개시일자	OPRTNG_STRT_YMD
가동보방류량	OPRTNG_WEIR_OTFL
가동시작일자	OPRTNG_BGNG_YMD
가동예정일자	OPRTNG_PRNMNT_YMD
가동종료일자	OPRTNG_END_YMD
가두리업체수	CAGE_BZENTY_CNT
가맹점업종명	FRCS_TPBIZ_NM
가상계좌번호	VR_ACTNO
가상계좌여부	VR_BACNT_YN
가시박발견수	BCB_DSCV_CNT
가입승인여부	JOIN_APRV_YN
가입신청일시	JOIN_APLY_DT
가입신청일자	JOIN_APLY_YMD
가조시간시분	PDOSN_HM
가족관계코드	FAM_REL_CD
가족동거여부	FAM_CHBTN_YN
가족생년월일	FAM_BRDT
가족수당여부	FAM_ALW_YN
가족일련번호	FAM_SN
가족전화번호	FAM_TELNO
가중평균여부	WGAVG_YN
간부상주여부	LDR_RESD_YN
간부일정내용	LDR_SCHDL_CN
간부일정일자	LDR_SCHDL_YMD
간부일정주소	LDR_SCHDL_ADDR
간선시설여부	ATLFCS_YN
간접배출계수	IDRT_EMSN_CFC
간행물발행수	PBLC_PBLCN_CNT
간행물부제목	PBLC_SBTTL
간행물아이디	PBLC_ID
감가상각여부	DPRC_YN
감독자아이디	SPVSR_ID
감리시작일자	SPVS_BGNG_YMD
감리종료일자	SPVS_END_YMD
감면시작일자	RDCT_BGNG_YMD
감면신청일자	RDCT_APLY_YMD
감면종료일자	RDCT_END_YMD
감사결과내용	ADT_RSLT_CN
감사시작일자	ADT_BGNG_YMD
감사인사내용	TNKGRT_CN
감사종료일자	ADT_END_YMD
감정평가금액	APRS_EVL_AMT
감정평가일자	APRS_EVL_YMD
감축목표비율	CTBK_GOAL_RT
감축시작연월	CTBK_BGNG_YM
감축실적내용	RRFR_CN
감축종료연월	CTBK_END_YM
강명명일연도	CLASS_NMCLT_YR
강사경력내용	INSTR_CRR_CN
강사일련번호	INSTR_SN
강사자택주소	INSTR_HOME_ADDR
강사전화번호	INSTR_TELNO
강우분포비율	RAIN_DSTB_RT
강우시작일시	RAIN_BGNG_DT
강우일련번호	RAIN_SN
강우종료일시	RAIN_END_DT
강의시작시분	LCTR_BGNG_HM
강의시작일자	LCTR_BGNG_YMD
강의종료시분	LCTR_END_HM
강의종료일자	LCTR_END_YMD
강의확인여부	LCTR_IDNTY_YN
개발사업면적	DVLP_BIZ_AREA
개발시작일자	DVLP_BGNG_YMD
개발완료여부	DVLP_CMPTN_YN
개발종료일자	DVLP_END_YMD
개방시작시각	OPN_BGNG_TM
개방종료시각	OPN_END_TM
개방현황여부	OPN_PRCND_YN
개별공시지가	INDIV_OALP
개별전화번호	INDIV_TELNO
개선계획유무	IMPV_PLAN_EN
개선계획일자	IMPV_PLAN_YMD
개선구분내용	IMPV_SE_CN
개선명령차수	IMPV_CMD_CYCL
개선방안내용	IMPV_MSRS_CN
개선보안내용	IMPV_SCRTY_CN
개선시작일자	IMPV_BGNG_YMD
개선실적내용	IMPV_PRFMNC_CN
개선완료일자	IMPV_CMPTN_YMD
개선요구사항	IMPV_RQT_MTTR
개선의견내용	IMPV_OPNN_CN
개선이전내용	IMPV_BFR_CN
개선이행연도	IMPV_IMPLT_YR
개선이후내용	IMPV_AFTR_CN
개선저장여부	IMPV_STRG_YN
개선저장일시	IMPV_STRG_DT
개선적용일자	IMPV_APLCN_YMD
개선조치사항	IMPV_ACTN_MTTR
개선종료일자	IMPV_END_YMD
개선주기년수	IMPV_CYCL_YR_CNT
개시결정일자	STRT_DCSN_YMD
개인발열여부	INDV_FVR_YN
개인수정점수	INDV_MDFCN_SCR
개인식별번호	PRIDTF_NO
개인정보내용	PRVC_CN
개인정보여부	PRVC_YN
개인회생여부	INDV_RVVL_YN
개최시작일자	HDMT_BGNG_YMD
개최종료일자	HDMT_END_YMD
갱신사업여부	UPDT_BIZ_YN
갱신승인일시	UPDT_APRV_DT
갱신신청일시	UPDT_APLY_DT
갱신자아이디	UPDR_ID
거래계좌번호	DLNG_ACTNO
거래고유번호	DLNG_UNQ_NO
거래상대방명	DLNG_PTNR_NM
거래시작일시	DLNG_BGNG_DT
거래시작일자	DLNG_BGNG_YMD
거래일련번호	DLNG_SN
거래정지여부	DLNG_STOP_YN
거래정지일자	DLNG_STOP_YMD
거래종료일시	DLNG_END_DT
거래종료일자	DLNG_END_YMD
거래처구분명	CNPT_SE_NM
거래처업종명	CNPT_TPBIZ_NM
거래처업태명	CNPT_BZSTAT_NM
거래취소여부	DLNG_RTRCN_YN
거주시작일자	HAB_BGNG_YMD
거주종료일자	HAB_END_YMD
건강검진일자	HLTH_CKUP_YMD
건강보험금액	HLTH_INSRNC_AMT
건강보험료율	HLTH_PMRT
건강보호순서	HLTH_PRTC_SEQ
건강성등급명	HLTHY_GRD_NM
건물관리번호	BLDG_MNG_NO
건물구조설명	BLDG_STRC_EXPLN
건물분야내용	BLDG_FLD_CN
건물소유자명	BLDG_OWNR_NM
건물영역번호	BLDG_RLM_NO
건물전용면적	BLDG_XUAR
건축구분코드	ARCH_SE_CD
검사결과내용	INSP_RSLT_CN
검사기준일자	INSP_CRTR_YMD
검사담당자명	INSP_PIC_NM
검사방법내용	INSP_MTHD_CN
검사분기차수	INSP_QTR_CYCL
검사시작일자	INSP_BGNG_YMD
검사예정일자	INSP_PRNMNT_YMD
검사완료여부	INSP_CMPTN_YN
검사완료일자	INSP_CMPTN_YMD
검사요청일자	INSP_DMND_YMD
검사자아이디	TSTR_ID
검사접수번호	INSP_RCPT_NO
검사종료일자	INSP_END_YMD
검사확인자명	INSP_IDFR_NM
검사희망일자	INSP_HOPE_YMD
검색가능여부	SRCH_PSBLTY_YN
검색기능여부	SRCH_FWK_YN
검색사용여부	SRCH_USE_YN
검색시작일자	SRCH_BGNG_YMD
검색용도학명	SRCH_USG_STNM
검색일련번호	SRCH_SN
검색조건내용	SRCH_CND_CN
검색종료일자	SRCH_END_YMD
검색키워드명	SRCH_KYWD_NM
검색허용여부	SRCH_PRM_YN
검수결과내용	IGI_RSLT_CN
검수완료여부	IGI_CMPTN_YN
검수요청일자	IGI_DMND_YMD
검증비고내용	VRFC_RMRK_CN
검증시작일자	VRFC_BGNG_YMD
검증심사일자	VRFC_SRNG_YMD
검증심사자명	VRFC_JDG_NM
검증오류여부	VRFC_ERR_YN
검증완료여부	VRFC_CMPTN_YN
검증요청번호	VRFC_DMND_NO
검증요청일자	VRFC_DMND_YMD
검증의견내용	VRFC_OPNN_CN
검증종료일자	VRFC_END_YMD
검증팀장여부	VRFC_TMLDR_YN
검증항목내용	VRFC_ARTCL_CN
검출등록일시	DTCT_REG_DT
검출일련번호	DTCT_SN
검토결과내용	RVW_RSLT_CN
검토대상여부	RVW_TRGT_YN
검토대표자명	RVW_RPRSV_NM
검토메탄계수	RVW_METHN_CFC
검토반려사유	RVW_RJCT_RSN
검토비고내용	RVW_RMRK_CN
검토사용여부	RVW_USE_YN
검토산소계수	RVW_OXYG_CFC
검토상태여부	RVW_STTS_YN
검토소재지명	RVW_LCTN_NM
검토완료여부	RVW_CMPTN_YN
검토완료일시	RVW_CMPTN_DT
검토완료일자	RVW_CMPTN_YMD
검토요청일시	RVW_DMND_DT
검토요청일자	RVW_DMND_YMD
검토우편번호	RVW_ZIP
검토의견내용	RVW_OPNN_CN
검토일련번호	RVW_SN
검토자부서명	RVWR_DEPT_NM
검토자아이디	RVWR_ID
검토자직급명	RVWR_JBGD_NM
검토확인여부	RVW_IDNTY_YN
게시물댓글수	PST_CMNT_CNT
게시물신고수	PST_DCLR_CNT
게시물아이디	PST_ID
게시물유형명	PST_TYPE_NM
게시물조회수	PST_INQ_CNT
게시물추천수	PST_RCMDTN_CNT
게시물출력수	PST_OTPT_CNT
게시시작시각	PSTG_BGNG_TM
게시시작시분	PSTG_BGNG_HM
게시시작일시	PSTG_BGNG_DT
게시시작일자	PSTG_BGNG_YMD
게시일련번호	PSTG_SN
게시자아이디	PBLR_ID
게시종료시각	PSTG_END_TM
게시종료시분	PSTG_END_HM
게시종료일시	PSTG_END_DT
게시종료일자	PSTG_END_YMD
게시판그룹명	BBS_GROUP_NM
게시판범주명	BBS_CTGRY_NM
게시판분류명	BBS_CLSF_NM
게시판아이디	BBS_ID
게시판영문명	BBS_ENG_NM
게시판유형명	BBS_TYPE_NM
게시판조회수	BBS_INQ_CNT
게시판종류명	BBS_KND_NM
게시판파일명	BBS_FILE_NM
게시희망일자	PSTG_HOPE_YMD
결과공개여부	RSLT_RLS_YN
결과등록여부	RSLT_REG_YN
결과등록일시	RSLT_REG_DT
결과등록일자	RSLT_REG_YMD
결과보고내용	RSLT_RPT_CN
결과상세내용	RSLT_DTL_CN
결과수신건수	RSLT_RCPTN_NOCS
결과수신시간	RSLT_RCPTN_HR
결과수신일시	RSLT_RCPTN_DT
결과수신일자	RSLT_RCPTN_YMD
결과수정일시	RSLT_MDFCN_DT
결과입력일시	RSLT_INPT_DT
결과제출일시	RSLT_SBMSN_DT
결과참고설명	RSLT_REF_EXPLN
결과체크여부	RSLT_CHCK_YN
결과통보일자	RSLT_NTFCTN_YMD
결과확인일시	RSLT_IDNTY_DT
결론자아이디	CNCLSR_ID
결산기준연도	SOA_CRTR_YR
결산기준연월	SOA_CRTR_YM
결산기준일자	SOA_CRTR_YMD
결산시작일자	SOA_BGNG_YMD
결산일련번호	SOA_SN
결산종료일자	SOA_END_YMD
결재관리번호	ATRZ_MNG_NO
결재권한여부	ATRZ_AUTHRT_YN
결재기관코드	ATRZ_INST_CD
결재기안내용	ATRZ_DRFT_CN
결재문서번호	ATRZ_DOC_NO
결재반려사유	ATRZ_RJCT_RSN
결재방법내용	ATRZ_MTHD_CN
결재부서코드	ATRZ_DEPT_CD
결재비고내용	ATRZ_RMRK_CN
결재비밀번호	ATRZ_PSWD
결재사용여부	ATRZ_USE_YN
결재상신일시	ATRZ_RTSO_DT
결재승인번호	ATRZ_APRV_NO
결재승인일자	ATRZ_APRV_YMD
결재완료여부	ATRZ_CMPTN_YN
결재완료일시	ATRZ_CMPTN_DT
결재완료일자	ATRZ_CMPTN_YMD
결재요청시각	ATRZ_DMND_TM
결재요청여부	ATRZ_DMND_YN
결재요청일시	ATRZ_DMND_DT
결재요청일자	ATRZ_DMND_YMD
결재의견내용	ATRZ_OPNN_CN
결재일련번호	ATRZ_SN
결재자부서명	APRVR_DEPT_NM
결재자아이디	APRVR_ID
결재자직급명	APRVR_JBGD_NM
결재자직위명	APRVR_JBPS_NM
결재처리일시	ATRZ_PRCS_DT
결재취소사유	ATRZ_RTRCN_RSN
결재취소일자	ATRZ_RTRCN_YMD
결정통지일자	DCSN_AVTSMT_YMD
결제계좌번호	STLM_ACTNO
결제상태여부	STLM_STTS_YN
결제승인번호	STLM_APRV_NO
결제승인일시	STLM_APRV_DT
결제예정금액	STLM_PRNMNT_AMT
결제예정일자	STLM_PRNMNT_YMD
결제일련번호	STLM_SN
결제카드번호	STLM_CARD_NO
결측일련번호	MSNG_SN
결혼기념일자	MRG_CMMRT_YMD
겸직시작일자	CCPS_BGNG_YMD
겸직종료일자	CCPS_END_YMD
경계조건번호	MGNL_CND_NO
경고문구내용	WARN_PHRS_CN
경력시작일자	CRR_BGNG_YMD
경력일련번호	CRR_SN
경력종료일자	CRR_END_YMD
경보발령일시	ART_APNT_DT
경보연계번호	ART_LINK_NO
경보일련번호	ART_SN
경보종료일시	ART_END_DT
경보해제일시	ART_RMV_DT
경영평가점수	MNGM_EVL_SCR
경품지급여부	GVW_GIVE_YN
경합채권금액	CMPCLM_AMT
계산기준일자	CAL_CRTR_YMD
계산기준코드	CAL_CRTR_CD
계산방법내용	CAL_MTHD_CN
계산시작일자	CAL_BGNG_YMD
계산식아이디	CALFM_ID
계산식자료명	CALFM_DATA_NM
계산종료일자	CAL_END_YMD
계수변경여부	CFC_CHG_YN
계약관리번호	CTRT_MNG_NO
계약담당자명	CTRT_PIC_NM
계약만료일자	CTRT_EXPRY_YMD
계약방법내용	CTRT_MTHD_CN
계약방법코드	CTRT_MTHD_CD
계약변경번호	CTRT_CHG_NO
계약변경사유	CTRT_CHG_RSN
계약변경차수	CTRT_CHG_CYCL
계약보증비율	CTRT_GRNTE_RT
계약상태코드	CTRT_STTS_CD
계약시작일시	CTRT_BGNG_DT
계약시작일자	CTRT_BGNG_YMD
계약업체주소	CTRT_BZENTY_ADDR
계약완료일자	CTRT_CMPTN_YMD
계약요청일자	CTRT_DMND_YMD
계약의뢰번호	CTRT_RQST_NO
계약일련번호	CTRT_SN
계약조건내용	CTRT_CND_CN
계약종료일시	CTRT_END_DT
계약종료일자	CTRT_END_YMD
계약체결일자	CTRT_CNCLS_YMD
계약취소여부	CTRT_RTRCN_YN
계약해지금액	CTRT_CNCLTN_AMT
계약해지사유	CTRT_CNCLTN_RSN
계약해지여부	CTRT_CNCLTN_YN
계약해지일시	CTRT_CNCLTN_DT
계약해지일자	CTRT_CNCLTN_YMD
계약확정일자	CTRT_CFMTN_YMD
계정고유번호	ACNT_UNQ_NO
계정과목설명	ACNTL_EXPLN
계정등록일시	ACNT_REG_DT
계정발급일자	ACNT_ISSU_YMD
계정분류번호	ACNT_CLSF_NO
계정상태사유	ACNT_STTS_RSN
계정생성일자	ACNT_CRT_YMD
계정수정일시	ACNT_MDFCN_DT
계정잠금여부	ACNT_LCK_YN
계좌개설일자	BACNT_ESTBL_YMD
계좌관리번호	BACNT_MNG_NO
계좌만기일자	BACNT_MTRY_YMD
계좌사용여부	BACNT_USE_YN
계좌이체금액	ACTRSF_AMT
계좌이체일자	ACTRSF_YMD
계좌일련번호	BACNT_SN
계좌입금금액	BACNT_DPST_AMT
계좌해지일자	BACNT_CNCLTN_YMD
계좌확인여부	BACNT_IDNTY_YN
계측가능여부	MSR_PSBLTY_YN
계층구조번호	LYR_STRC_NO
계획기간여부	PLAN_PRD_YN
계획기간차수	PLAN_PRD_CYCL
계획수립일자	PLAN_FNDG_YMD
계획수정일시	PLAN_MDFCN_DT
계획승인일자	PLAN_APRV_YMD
계획시작일시	PLAN_BGNG_DT
계획시작일자	PLAN_BGNG_YMD
계획예정일자	PLAN_PRNMNT_YMD
계획일련번호	PLAN_SN
계획입력일시	PLAN_INPT_DT
계획정렬번호	PLAN_SORT_NO
계획제출일시	PLAN_SBMSN_DT
계획종료일시	PLAN_END_DT
계획종료일자	PLAN_END_YMD
고객관리번호	CUST_MNG_NO
고객상세주소	CUST_DADDR
고객생년월일	CUST_BRDT
고객식별번호	CUST_IDNTF_NO
고객우편번호	CUST_ZIP
고객전화번호	CUST_TELNO
고도시설용량	ALTD_FCLT_CPCT
고도처리비율	AWTR_RT
고라니피해량	ELK_DAM_QNT
고시구분코드	ANCMNT_SE_CD
고용보험료율	EPM_PMRT
고장전화번호	BKDN_TELNO
고정보방류량	FIX_WEIR_OTFL
고지대상여부	INFRM_TRGT_YN
고지시작일자	INFRM_BGNG_YMD
고형물발생량	SLD_AMTGNR
공간정보고도	SPTINF_ALTD
공개권한여부	RLS_AUTHRT_YN
공개동의여부	RLS_AGRE_YN
공개시작일시	RLS_BGNG_DT
공개시작일자	RLS_BGNG_YMD
공개예정일시	RLS_PRNMNT_DT
공개일련번호	RLS_SN
공개제한사유	RLS_LMT_RSN
공개종료일시	RLS_END_DT
공개종료일자	RLS_END_YMD
공개총배출량	RLS_TOT_EHQTY
공고게시자명	PBANC_PBLR_NM
공고시작일시	PBANC_BGNG_DT
공고시작일자	PBANC_BGNG_YMD
공고일련번호	PBANC_SN
공고종료일시	PBANC_END_DT
공고종료일자	PBANC_END_YMD
공공공개여부	PUB_RLS_YN
공공기관여부	PBNST_YN
공공자료번호	PUB_DATA_NO
공급불가용량	SPLY_IMPS_CPCT
공급업체주소	SPLY_BZENTY_ADDR
공급자업종명	SPLR_TPBIZ_NM
공급자업태명	SPLR_BZSTAT_NM
공단구분코드	IDTCMP_SE_CD
공동계약여부	JNT_CTRT_YN
공동도급여부	JNT_CTRC_YN
공동명의여부	JNTNM_YN
공동사용여부	JNT_USE_YN
공동수급여부	JSD_YN
공동주택여부	APTCPX_YN
공동활용여부	JNT_UTLZ_YN
공람자아이디	PDSPR_ID
공모시작일자	PBCNTS_BGNG_YMD
공모전구분명	PBCNTS_SE_NM
공모전아이디	PBCNTS_ID
공모종료일자	PBCNTS_END_YMD
공무원계급명	PBOFC_ECHLN_NM
공문의뢰일자	OFDOC_RQST_YMD
공문접수일자	OFDOC_RCPT_YMD
공사감독자명	CSTRN_SPVSR_NM
공사개시일시	CSTRN_STRT_DT
공사관리번호	CSTRN_MNG_NO
공사담당자명	CSTRN_PIC_NM
공사시작연도	CSTRN_BGNG_YR
공사시작일시	CSTRN_BGNG_DT
공사시작일자	CSTRN_BGNG_YMD
공사종료연도	CSTRN_END_YR
공사종료일시	CSTRN_END_DT
공사종료일자	CSTRN_END_YMD
공사종류코드	CSTRN_KND_CD
공사준공일자	CSTRN_CMCN_YMD
공사착공일자	CSTRN_BGNCST_YMD
공시송달여부	PBLNT_TMTL_YN
공시송달일자	PBLNT_TMTL_YMD
공시일련번호	PBLNT_SN
공시지가여부	OALP_YN
공원사무실명	PARK_OFC_NM
공장등록일자	FCTRY_REG_YMD
공장상세주소	FCTRY_DADDR
공장용지면적	FCS_AREA
공장용지비율	FCS_RT
공장우편번호	FCTRY_ZIP
공장일련번호	FCTRY_SN
공장전화번호	FCTRY_TELNO
공장팩스번호	FCTRY_FXNO
공정재사용량	PROCS_RUSE_QNT
공제대상금액	DDC_TRGT_AMT
공제대상여부	DDC_TRGT_YN
공제합계금액	DDC_SUM_AMT
공지고유번호	NTC_UNQ_NO
공지사용여부	NTC_USE_YN
공지사항여부	NTC_MTTR_YN
공지사항제목	NTC_MTTR_TTL
공지시작시각	NTC_BGNG_TM
공지시작일시	NTC_BGNG_DT
공지시작일자	NTC_BGNG_YMD
공지일련번호	NTC_SN
공지종료시각	NTC_END_TM
공지종료일시	NTC_END_DT
공지종료일자	NTC_END_YMD
공지팝업여부	NTC_POPUP_YN
공탁사건번호	DPOST_INCDNT_NO
공통분류코드	COM_CLSF_CD
공통지표비율	COM_IDCT_RT
공통지표설명	COM_IDCT_EXPLN
공통지표점수	COM_IDCT_SCR
공통코드내용	COM_CD_CN
공통코드설명	COM_CD_EXPLN
공표방법내용	OFANC_MTHD_CN
공표항목내용	OFANC_ARTCL_CN
과거사용여부	PAST_USE_YN
과거자료여부	PAST_DATA_YN
과명명일연도	FMLY_NMCLT_YR
과불화탄소량	PFCS_QNT
과세대상금액	TXTN_TRGT_AMT
과세소득금액	TXTN_EARN_AMT
과세시작일자	TXTN_BGNG_YMD
과세이연세액	TXTN_DFRD_TXAMT
과세종료일자	TXTN_END_YMD
과세표준금액	TXBS_AMT
과장결재여부	STCHF_ATRZ_YN
과장확인여부	STCHF_IDNTY_YN
과장확인일시	STCHF_IDNTY_DT
과제시작일시	ASMT_BGNG_DT
과제시작일자	ASMT_BGNG_YMD
과제완료일시	ASMT_CMPTN_DT
과제일련번호	ASMT_SN
과제정렬번호	ASMT_SORT_NO
과제종료일자	ASMT_END_YMD
과제책임자명	ASMT_RBPRSN_NM
관계고유번호	REL_UNQ_NO
관계규정내용	REL_RULE_CN
관계근거내용	REL_BSS_CN
관계문서번호	REL_DOC_NO
관계법국문명	REL_LAW_KRN_NM
관계법규내용	REL_LWRG_CN
관계법령내용	REL_STT_CN
관계법영문명	REL_LAW_ENG_NM
관계사건번호	REL_INCDNT_NO
관계사이트명	REL_SITE_NM
관계시작일자	REL_BGNG_YMD
관계연결주소	REL_LNKG_ADDR
관계이미지명	REL_IMG_NM
관계일련번호	REL_SN
관계접수번호	REL_RCPT_NO
관계종료일자	REL_END_YMD
관계처방내용	REL_PRSC_CN
관계테이블명	REL_TBL_NM
관광일정번호	TOURSM_SCHDL_NO
관급자재금액	GVSP_MTRL_AMT
관리기관코드	MNG_INST_CD
관리담당자명	MNG_PIC_NM
관리대상여부	MNG_TRGT_YN
관리사무소명	MNG_OFCE_NM
관리시작일자	MNG_BGNG_YMD
관리업체여부	MNG_BZENTY_YN
관리일련번호	MNG_SN
관리자부서명	MNGR_DEPT_NM
관리자소속명	MNGR_OGDP_NM
관리자아이디	MNGR_ID
관리전환일자	MNG_SWTC_YMD
관리종료일자	MNG_END_YMD
관리종목여부	MNG_CLS_YN
관리책임자명	MNG_RBPRSN_NM
관리표본번호	MNG_SAMPLE_NO
관리항목내용	MNG_ARTCL_CN
관서성격내용	GVMNFC_PRSNL_CN
관심지역설명	ITRST_RGN_EXPLN
관정형태코드	GWEL_FRM_CD
관찰물질여부	OBSR_SBSTN_YN
관측개시일자	OBSRVN_STRT_YMD
관측기종코드	OBSRVN_MKND_CD
관측등록일자	OBSRVN_REG_YMD
관측소국문명	OBSVTR_KRN_NM
관측소등급명	OBSVTR_GRD_NM
관측소아이디	OBSVTR_ID
관측소영문명	OBSVTR_ENG_NM
관측시작일시	OBSRVN_BGNG_DT
관측시작일자	OBSRVN_BGNG_YMD
관측위치경도	OBSRVN_PSTN_LOT
관측위치번호	OBSRVN_PSTN_NO
관측위치주소	OBSRVN_PSTN_ADDR
관측종료일시	OBSRVN_END_DT
관측종료일자	OBSRVN_END_YMD
관측폐쇄일자	OBSRVN_CLSG_YMD
관할경찰서명	CMPTNC_POLSTN_NM
관할등기소명	CMPTNC_RGOFC_NM
관할세무서명	CMPTNC_TXOFC_NM
교부기관코드	DTBN_INST_CD
교부대상여부	DTBN_TRGT_YN
교부청구금액	DTBN_CLM_AMT
교부청구일자	DTBN_CLM_YMD
교육과목설명	EDU_SBJCT_EXPLN
교육과정설명	CRCLM_EXPLN
교육관리번호	EDU_MNG_NO
교육그룹설명	EDU_GROUP_EXPLN
교육기관코드	EDNST_CD
교육대상자명	EDU_TRPR_NM
교육목표내용	EDU_GOAL_CN
교육분야설명	EDU_FLD_EXPLN
교육상세내용	EDU_DTL_CN
교육수료번호	EDU_FNSH_NO
교육수료여부	EDU_FNSH_YN
교육수료일시	EDU_FNSH_DT
교육수료일자	EDU_FNSH_YMD
교육시작시각	EDU_BGNG_TM
교육시작시분	EDU_BGNG_HM
교육시작일시	EDU_BGNG_DT
교육시작일자	EDU_BGNG_YMD
교육신청번호	EDU_APLY_NO
교육신청일시	EDU_APLY_DT
교육신청일자	EDU_APLY_YMD
교육완료여부	EDU_CMPTN_YN
교육요약내용	EDU_SMRY_CN
교육이수시간	EDU_CMCRS_HR
교육일련번호	EDU_SN
교육장소주소	EDU_PLC_ADDR
교육종료시각	EDU_END_TM
교육종료시분	EDU_END_HM
교육종료일시	EDU_END_DT
교육종료일자	EDU_END_YMD
교육참석여부	EDU_ATND_YN
교육훈련점수	EDU_TRNG_SCR
교점레벨번호	NODE_LVL_NO
구내식당코드	PRMS_RSTNT_CD
구내전화번호	PRMS_TELNO
구매결정일자	PRCHS_DCSN_YMD
구매계약번호	PRCHS_CTRT_NO
구매계약서명	PRCHS_CTRTD_NM
구매계약일자	PRCHS_CTRT_YMD
구매상품내용	PRCHS_GDS_CN
구매신청일자	PRCHS_APLY_YMD
구매예정금액	PRCHS_PRNMNT_AMT
구매요청번호	PRCHS_DMND_NO
구매요청일자	PRCHS_DMND_YMD
구매요청자명	PRCHS_RQSTR_NM
구매일련번호	PRCHS_SN
구매취소일자	PRCHS_RTRCN_YMD
구매통보일자	PRCHS_NTFCTN_YMD
